SSN,Longitude,Latitude,Country,Site,Cluster,Profile,Depth,Clay_8um,CORG,pH,Alox,Feox,Caex,MAT,MAP,PET,CIA,LandCover
icr030211,35.02542114,8.60367775,Ethiopia,Dambidolo,10,7,Subsoil,88.338,4.3,5.69,0.667375,0.440292,12.61,21.58750014,1362,1752,93.56288109,Cropland
icr030215,35.01977158,8.60314274,Ethiopia,Dambidolo,10,9,Subsoil,75.349,5.6,6.32,0.7144487,1.345172,29.34,21.51666673,1361,1752,88.78180781,Cropland
icr030225,35.03447342,8.6223774,Ethiopia,Dambidolo,11,4,Subsoil,71.59,2.06,5.93,0.2758975,0.3916999,11.14,22.11249995,1338,1773,77.43304287,Cropland
icr030227,35.03398895,8.62094784,Ethiopia,Dambidolo,11,5,Subsoil,88.129,2.13,5.87,0.3300203,0.433357,11.59,22.11249995,1338,1773,85.64979165,Cropland
icr030231,35.03020859,8.61953259,Ethiopia,Dambidolo,11,7,Subsoil,68.883,1.94,6.67,0.2301066,0.4197332,12.79,22.04999995,1338,1771,81.86631664,Cropland
icr030234,35.03761673,8.61985779,Ethiopia,Dambidolo,11,9,Topsoil,59.757,4.47,7.37,0.2062777,0.3966838,25.22,22.11249995,1338,1773,74.2521527,Cropland
icr030237,35.03468704,8.62447739,Ethiopia,Dambidolo,11,10,Subsoil,72.841,2.46,6.43,0.2431294,0.4748193,13.25,22.11249995,1338,1773,78.85993683,Cropland
icr030243,35.02528763,8.64300156,Ethiopia,Dambidolo,12,3,Subsoil,74.841,4.93,5.7,0.6116922,0.3824617,15.03,21.61249983,1361,1759,92.79777391,Cropland
icr030244,35.03000641,8.64308453,Ethiopia,Dambidolo,12,4,Topsoil,75.894,6.69,5.96,0.7105718,0.4036616,22.51,21.61249983,1361,1759,90.14453554,Cropland
icr030251,35.02792358,8.64685345,Ethiopia,Dambidolo,12,7,Subsoil,82.306,4.73,5.56,0.7638915,0.4312834,10.89,21.61249983,1361,1759,94.10021829,Cropland
icr030257,35.02477646,8.64410782,Ethiopia,Dambidolo,12,10,Subsoil,77.436,4.45,5.91,0.6056362,0.4194638,15.28,21.64166653,1359,1762,92.37026671,Cropland
icr030260,35.04497147,8.58039475,Ethiopia,Dambidolo,13,2,Topsoil,36.799,1.04,6.41,0.3055371,0.1599713,9.54,21.72500002,1366,1756,92.79595638,Cropland
icr030265,35.04298782,8.5810318,Ethiopia,Dambidolo,13,4,Subsoil,51.86,2.23,5.35,0.1479306,0.151118,3.51,21.72500002,1366,1756,83.9926392,Cropland
icr030268,35.0459137,8.57730293,Ethiopia,Dambidolo,13,6,Topsoil,28.524,1.91,6.51,0.1202644,0.0910705,6.85,21.72500002,1366,1756,81.71438665,Other
icr030269,35.0459137,8.57730293,Ethiopia,Dambidolo,13,6,Subsoil,37.946,1.04,5.65,0.1736671,0.1254086,3,21.72500002,1366,1756,86.85383272,Other
icr030270,35.04312134,8.58223248,Ethiopia,Dambidolo,13,7,Topsoil,62.01,2.06,6.22,0.2474091,0.2063926,8.45,21.72500002,1366,1756,89.80515313,Cropland
icr030271,35.04312134,8.58223248,Ethiopia,Dambidolo,13,7,Subsoil,58.088,1.14,5.62,0.2954253,0.1982258,5.6,21.72500002,1366,1756,92.80800631,Cropland
icr030273,35.04422379,8.57915306,Ethiopia,Dambidolo,13,8,Subsoil,72.741,1.68,5.07,0.3061831,0.2382343,3.38,21.72500002,1366,1756,91.72622532,Other
icr030277,35.04847336,8.6030798,Ethiopia,Dambidolo,14,1,Subsoil,73.34,1.64,5.84,0.3029189,0.3725659,12.45,21.91250002,1355,1765,81.86581694,Other
icr030279,35.05260849,8.59940815,Ethiopia,Dambidolo,14,2,Subsoil,38.158,1.93,7,0.197551,0.1544816,8.42,21.52916666,1377,1749,73.51643763,Other
icr030282,35.04640961,8.59956265,Ethiopia,Dambidolo,14,4,Topsoil,41.881,1.65,7.45,0.2467022,0.2016011,10.09,21.72083326,1363,1757,80.12977332,Cropland
icr030283,35.04640961,8.59956265,Ethiopia,Dambidolo,14,4,Subsoil,46.738,0.93,7.07,0.4262156,0.2558181,6.07,21.72083326,1363,1757,83.6273633,Cropland
icr030288,35.04738235,8.60146713,Ethiopia,Dambidolo,14,7,Topsoil,73.465,3.33,7.21,0.3288308,0.5484191,20.39,21.91250002,1355,1765,76.47486543,Cropland
icr030291,35.05076599,8.59879303,Ethiopia,Dambidolo,14,9,Subsoil,49.153,1.2,5.34,0.4850122,0.2944463,6.22,21.52916666,1377,1749,80.30038527,Cropland
icr030295,35.04707336,8.60285282,Ethiopia,Dambidolo,14,15,Subsoil,81.772,2.56,5.96,0.4157675,0.5009359,13.84,21.91250002,1355,1765,87.65015921,Cropland
icr030299,35.05491257,8.62742996,Ethiopia,Dambidolo,15,2,Subsoil,66.703,2.44,6.27,0.2804618,0.4900599,13.82,22.22916659,1340,1776,80.80724385,Cropland
icr030300,35.04849625,8.62188721,Ethiopia,Dambidolo,15,3,Topsoil,59.462,6.18,6.84,0.2248108,0.5466726,33.65,22.17083331,1339,1772,68.72051115,Cropland
icr030301,35.04849625,8.62188721,Ethiopia,Dambidolo,15,3,Subsoil,60.754,4.04,6.2,0.252612,0.6865087,23.48,22.17083331,1339,1772,75.58392796,Cropland
icr030303,35.04699707,8.62565708,Ethiopia,Dambidolo,15,4,Subsoil,32.787,0.64,6,0.2187239,0.1408456,2.88,22.00000004,1349,1768,84.78566495,Cropland
icr030305,35.04928207,8.62448692,Ethiopia,Dambidolo,15,5,Subsoil,71.142,1.74,5.97,0.2872907,0.4323228,9.91,22.17083331,1339,1772,80.36182973,Cropland
icr030309,35.04999542,8.62133312,Ethiopia,Dambidolo,15,7,Subsoil,80.195,2.2,5.88,0.4570972,0.5426508,10.44,22.17083331,1339,1772,91.8597321,Cropland
icr030310,35.0544281,8.62408257,Ethiopia,Dambidolo,15,8,Topsoil,83.557,3.77,6.76,0.279041,0.4198086,22.66,22.20000001,1341,1774,83.71141908,Cropland
icr030313,35.05347824,8.62491512,Ethiopia,Dambidolo,15,9,Subsoil,71.593,2.34,5.85,0.2647329,0.5399726,16.05,22.20000001,1341,1774,86.07550399,Cropland
icr030315,35.04966736,8.62253666,Ethiopia,Dambidolo,15,10,Subsoil,60.347,3.03,6.6,0.2186823,0.7024362,20.06,22.17083331,1339,1772,76.93490896,Cropland
icr030319,35.04499817,8.64404774,Ethiopia,Dambidolo,16,2,Subsoil,79.207,3.73,5.64,0.572759,0.7071518,13.18,21.7249999,1365,1762,87.72068552,Cropland
icr030321,35.0460434,8.6454277,Ethiopia,Dambidolo,16,3,Subsoil,78.002,2.25,5.82,0.4532368,0.5078118,14.62,21.7249999,1365,1762,85.30488369,Other
icr030323,35.04421616,8.64572334,Ethiopia,Dambidolo,16,5,Topsoil,79.856,5.37,6.32,0.4279557,0.7387135,26.52,21.7249999,1365,1762,83.74302324,Cropland
icr030324,35.04421616,8.64572334,Ethiopia,Dambidolo,16,5,Subsoil,81.436,3.24,5.5,0.5283571,0.7122111,12.53,21.7249999,1365,1762,91.96282611,Cropland
icr030325,35.05151367,8.65047169,Ethiopia,Dambidolo,16,6,Topsoil,83.517,2.75,5.85,0.4436863,0.4402683,10.16,21.87916656,1358,1765,92.07739128,Cropland
icr030326,35.05270767,8.64710045,Ethiopia,Dambidolo,16,7,Topsoil,74.519,2.46,5.82,0.2774214,0.3255733,9.77,21.82916661,1361,1761,87.42706149,Cropland
icr030328,35.04903793,8.64771843,Ethiopia,Dambidolo,16,8,Topsoil,78.471,3.2,6.2,0.3315758,0.4359931,14.27,21.7249999,1365,1762,88.75218934,Cropland
icr030330,35.04863358,8.64678001,Ethiopia,Dambidolo,16,9,Topsoil,77.999,4.71,5.87,0.5290499,0.8052481,14.93,21.7249999,1365,1762,91.69690654,Cropland
icr030331,35.04863358,8.64678001,Ethiopia,Dambidolo,16,9,Subsoil,90.054,2.42,5.57,0.6189835,0.7532369,10.74,21.7249999,1365,1762,93.98416979,Cropland
icr030334,42.66463089,9.57470036,Ethiopia,Merar,1,2,Topsoil,51.087,7.99,7.62,0.1451643,0.0901028,31.35,18.34166676,676,2113,74.61711687,Cropland
icr030338,42.663311,9.57081509,Ethiopia,Merar,1,4,Subsoil,91.442,1.62,7.97,0.2583066,0.1341478,36.88,18.34166676,676,2113,84.68805095,Cropland
icr030342,42.66847229,9.57459831,Ethiopia,Merar,1,6,Subsoil,80.707,2.6,7.89,0.312704,0.1468199,40.92,18.37500018,675,2116,85.55022278,Cropland
icr030345,42.66215897,9.5756073,Ethiopia,Merar,1,9,Topsoil,46.618,3.55,7.81,0.1871574,0.0848061,29.68,18.43333344,671,2109,86.45683872,Other
icr030346,42.66478348,9.57104778,Ethiopia,Merar,1,10,Topsoil,92.396,1.89,7.96,0.2822403,0.1461838,38.76,18.34166676,676,2113,83.83272957,Cropland
icr030361,42.6678009,9.59646225,Ethiopia,Merar,2,10,Subsoil,76.597,2.86,8.02,0.4022463,0.1718466,32.73,18.28333344,678,2102,86.11593409,Other
icr030365,42.66996384,9.61545467,Ethiopia,Merar,3,5,Subsoil,50.05,2.53,7.91,0.1759428,0.1091406,24.32,18.4333333,669,2119,87.9097605,Other
icr030369,42.6661911,9.61301804,Ethiopia,Merar,3,8,Topsoil,53.857,3.53,7.92,0.2020512,0.0994542,31.85,18.5874999,664,2115,89.74171985,Other
icr030370,42.66449738,9.6157198,Ethiopia,Merar,3,9,Topsoil,19.543,0.39,8.44,0.0534513,0.0378574,7.71,18.5874999,664,2115,84.09168019,Other
icr030371,42.66449738,9.6157198,Ethiopia,Merar,3,9,Subsoil,1.079,0.11,8.96,0.0205754,0.0097307,2.85,18.5874999,664,2115,86.03192687,Other
icr030375,42.66796875,9.61068153,Ethiopia,Merar,3,15,Topsoil,45.638,3.89,7.86,0.1181454,0.0586053,27.96,18.4333333,669,2119,84.698982,Other
icr030379,42.66034317,9.63181686,Ethiopia,Merar,4,5,Topsoil,38.087,2.58,7.82,0.1344466,0.057678,22.21,18.93333334,641,2138,84.49020399,Other
icr030381,42.66521454,9.635602,Ethiopia,Merar,4,8,Topsoil,30.527,1.71,8.17,0.0759131,0.0695123,16.47,19.31666664,620,2170,82.18971121,Other
icr030382,42.66521454,9.635602,Ethiopia,Merar,4,8,Subsoil,49.275,1.45,8.12,0.0802751,0.0535897,18.32,19.31666664,620,2170,80.12064276,Other
icr030386,42.6958847,9.56340981,Ethiopia,Merar,5,1,Topsoil,67.597,3.79,7.85,0.3702622,0.1567979,33.57,18.33749996,678,2117,84.29582137,Grassland
icr030397,42.69055176,9.56422806,Ethiopia,Merar,5,9,Topsoil,62.316,3.91,7.98,0.2615083,0.1262643,32.71,18.36666665,674,2123,84.03573104,Grassland
icr030407,42.69,9.58398,Ethiopia,Merar,6,6,Topsoil,74.631,4.41,7.76,0.3664443,0.1925199,41.99,18.19166664,687,2069,83.64056205,Cropland
icr030408,42.69,9.58398,Ethiopia,Merar,6,6,Subsoil,75.699,4.03,7.81,0.4015667,0.1909268,42.23,18.19166664,687,2069,85.70548251,Cropland
icr030409,42.6940918,9.59122276,Ethiopia,Merar,6,7,Topsoil,92.964,1.96,7.93,0.2433459,0.1346649,40.65,18.23333327,686,2079,84.78604581,Cropland
icr030411,42.69350815,9.58550739,Ethiopia,Merar,6,8,Topsoil,40.274,6.15,8.14,0.2110546,0.1254464,25.28,18.23333327,686,2079,67.32347101,Grassland
icr030419,42.68635941,9.61571789,Ethiopia,Merar,7,4,Topsoil,52.934,3.3,7.84,0.1379094,0.0499562,23.37,18.50833325,663,2131,84.5471374,Other
icr030420,42.68845367,9.61236,Ethiopia,Merar,7,5,Topsoil,61.261,3.21,7.92,0.1716826,0.0893144,27.18,18.50833325,663,2131,85.3597968,Other
icr030422,42.68718338,9.61791229,Ethiopia,Merar,7,7,Topsoil,35.637,1.97,7.84,0.0887969,0.0311495,15.95,18.61250007,660,2126,81.14533956,Other
icr030424,42.69240189,9.61676025,Ethiopia,Merar,7,9,Topsoil,61.98,2.76,7.88,0.2458973,0.1031123,30.09,18.50833329,666,2120,87.44599046,Other
icr030425,42.69111633,9.6117878,Ethiopia,Merar,7,10,Topsoil,68.455,2.58,8.03,0.1263646,0.0605951,22.98,18.50833325,663,2131,85.67948632,Other
icr030427,42.69410324,9.63117027,Ethiopia,Merar,8,2,Topsoil,44.915,3.85,7.84,0.1758386,0.0761224,27.62,18.6333335,657,2125,88.32377986,Other
icr030428,42.6939621,9.62812233,Ethiopia,Merar,8,3,Topsoil,63.005,6.44,7.78,0.4646285,0.2080457,53.91,18.6333335,657,2125,91.9479905,Other
icr030432,42.69443512,9.63401032,Ethiopia,Merar,8,7,Topsoil,72.235,3.33,7.93,0.2534016,0.2707224,38.35,18.50416666,664,2132,87.04165766,Cropland
icr030434,42.69338989,9.63044739,Ethiopia,Merar,8,9,Topsoil,47.68,3.38,7.98,0.1857216,0.175291,25.64,18.6333335,657,2125,85.45419681,Other
icr030435,42.69252777,9.63646793,Ethiopia,Merar,8,10,Topsoil,49.381,3.36,8,0.1845454,0.097473,30.45,18.50416666,664,2132,84.19031544,Other
icr030475,42.7083168,9.58813286,Ethiopia,Merar,10,9,Subsoil,80.868,2.16,7.95,0.2553866,0.1522916,41.4,18.3166667,678,2119,85.05238191,Cropland
icr030480,42.70767593,9.61501217,Ethiopia,Merar,11,2,Topsoil,69.25,2.5,8.04,0.2244066,0.1025604,28.96,18.29583327,680,2111,85.24780187,Cropland
icr030481,42.70767593,9.61501217,Ethiopia,Merar,11,2,Subsoil,63.319,1.69,8.19,0.306894,0.1198051,24.45,18.29583327,680,2111,86.27245321,Cropland
icr030485,42.70584488,9.61614037,Ethiopia,Merar,11,5,Subsoil,50.317,2.97,8.01,0.1739131,0.1352257,26.41,18.29583327,680,2111,81.4141166,Cropland
icr030486,42.70731735,9.61318302,Ethiopia,Merar,11,6,Topsoil,43.076,8.39,8.14,0.1231621,0.1028744,30.96,18.29583327,680,2111,63.73241373,Cropland
icr030488,42.70394516,9.6191473,Ethiopia,Merar,11,7,Subsoil,66.746,2.55,7.91,0.2330905,0.1346088,31.9,18.51666667,668,2103,84.39616632,Grassland
icr030489,42.70838165,9.61835289,Ethiopia,Merar,11,8,Topsoil,70.763,2.58,8.05,0.253379,0.2016441,30.96,18.49166675,677,2053,81.65453601,Cropland
icr030490,42.70838165,9.61835289,Ethiopia,Merar,11,8,Subsoil,68.918,2.12,7.78,0.2521999,0.1197392,33.88,18.49166675,677,2053,84.82712218,Cropland
icr030493,42.70482635,9.61680031,Ethiopia,Merar,11,10,Topsoil,35.443,1.73,8.11,0.1142917,0.1239799,20.16,18.51666667,668,2103,83.41681862,Other
icr030495,42.71965027,9.63629723,Ethiopia,Merar,12,1,Subsoil,82.589,1.71,8.31,0.2343238,0.1530864,35.47,18.49166669,668,2134,85.83252549,Cropland
icr030513,42.73083878,9.56439781,Ethiopia,Merar,13,2,Topsoil,77.987,3.92,8.08,0.4138555,0.4220255,37.67,18.33333333,684,2134,82.87991846,Grassland
icr030514,42.73083878,9.56439781,Ethiopia,Merar,13,2,Subsoil,78.032,3.97,8.06,0.46979,0.2636359,37.36,18.33333333,684,2134,84.29974883,Grassland
icr030547,42.72822571,9.59219265,Ethiopia,Merar,14,9,Topsoil,42.016,7.49,8.04,0.1278113,0.1242128,26.47,18.54166663,684,2049,63.50397497,Cropland
icr033358,38.99832535,-0.148845,Kenya,Mbalambala,1,4,Subsoil,85.738,0.47,8.1,0.2414335,0.1119958,54.58,27.40416678,326,2153,83.15059408,Other
icr033391,38.99247742,-0.105332,Kenya,Mbalambala,3,1,Topsoil,29.487,1.59,8.02,0.1847513,0.1201429,12.97,27.04583343,305,2119,62.17043276,Other
icr033393,38.9889183,-0.102418,Kenya,Mbalambala,3,2,Subsoil,61.43,0.29,8.59,0.1722221,0.0937887,19.47,26.96249994,308,2115,81.09905817,Other
icr033396,38.99235535,-0.107342,Kenya,Mbalambala,3,5,Topsoil,71.924,0.55,8.31,0.1714244,0.1267362,23.46,27.04583343,305,2119,79.60945119,Other
icr033398,38.99433517,-0.103025,Kenya,Mbalambala,3,6,Topsoil,40.18,0.65,8.4,0.2292521,0.0907866,14.83,27.04583343,305,2119,65.52409993,Other
icr033399,38.99433517,-0.103025,Kenya,Mbalambala,3,6,Subsoil,45.816,0.51,8.44,0.2317329,0.0863268,16.81,27.04583343,305,2119,68.75056225,Other
icr033400,38.99058151,-0.100543,Kenya,Mbalambala,3,7,Topsoil,64.196,0.32,7.56,0.1671594,0.1558309,13.58,26.96249994,308,2115,80.25683783,Other
icr033402,38.99512863,-0.106937,Kenya,Mbalambala,3,8,Topsoil,45.03,0.42,8.39,0.2746728,0.0918742,23.16,27.04583343,305,2119,75.36132818,Other
icr033403,38.99512863,-0.106937,Kenya,Mbalambala,3,8,Subsoil,38.238,0.3,8.72,0.1889496,0.0672918,20.09,27.04583343,305,2119,70.72569689,Other
icr033404,38.99365616,-0.101667,Kenya,Mbalambala,3,9,Topsoil,61.306,0.81,8.27,0.2209261,0.0849836,21.29,27.04583343,305,2119,72.08590985,Other
icr033405,38.99365616,-0.101667,Kenya,Mbalambala,3,9,Subsoil,71.18,0.56,8.11,0.1876087,0.069847,21.71,27.04583343,305,2119,72.91672097,Other
icr033406,38.99238586,-0.10529,Kenya,Mbalambala,3,10,Topsoil,41.237,0.38,8.3,0.1743375,0.1217892,15.44,27.04583343,305,2119,74.13595702,Other
icr033408,39.01852417,-0.15257999,Kenya,Mbalambala,5,1,Subsoil,87.1805,0.34,8.15,0.230194,0.0792664,75.66,27.52916638,327,2172,78.37536146,Other
icr033410,39.01906586,-0.149802,Kenya,Mbalambala,5,2,Subsoil,91.921,0.45,8.21,0.2703208,0.092813,46.79,27.46666646,320,2158,82.63774006,Other
icr033411,39.01439667,-0.156065,Kenya,Mbalambala,5,3,Topsoil,81.851,0.63,8.49,0.2721276,0.0779035,36.52,27.52916638,327,2166,85.83713296,Other
icr033414,39.02028656,-0.151573,Kenya,Mbalambala,5,4,Subsoil,80.895,0.35,8.42,0.2588841,0.0893641,35.81,27.52916638,327,2172,80.97845142,Other
icr033415,39.01570129,-0.156203,Kenya,Mbalambala,5,5,Topsoil,76.649,0.48,8.36,0.1981112,0.0628784,23.39,27.52916638,327,2166,84.38450599,Other
icr033416,39.01570129,-0.156203,Kenya,Mbalambala,5,5,Subsoil,84.476,0.26,8.58,0.2099426,0.0695349,26.76,27.52916638,327,2166,81.49627897,Other
icr033417,39.02159119,-0.155865,Kenya,Mbalambala,5,6,Topsoil,31.092,0.26,8.48,0.0713542,0.0294127,5.69,27.52916638,327,2172,77.51664626,Other
icr033419,39.02086639,-0.155982,Kenya,Mbalambala,5,7,Topsoil,12.45,0.18,8.54,0.0386019,0.0152342,3.23,27.52916638,327,2172,84.49336366,Other
icr033420,39.02086639,-0.155982,Kenya,Mbalambala,5,7,Subsoil,8.487,0.13,9.52,0.0531506,0.0211923,6.14,27.52916638,327,2172,81.38738271,Other
icr033430,39.01089859,-0.130358,Kenya,Mbalambala,6,2,Subsoil,83.859,0.38,8.64,0.2238327,0.117921,18.94,27.36666679,327,2145,74.11002816,Other
icr033434,39.01056671,-0.13083699,Kenya,Mbalambala,6,4,Subsoil,79.238,0.39,8.69,0.2305196,0.1215171,18.43,27.36666679,327,2145,77.67808483,Other
icr033444,39.01085663,-0.12446,Kenya,Mbalambala,6,9,Subsoil,93.593,0.34,8.68,0.2862098,0.1491318,24.48,27.31249984,324,2147,71.43501364,Other
icr033447,39.01512146,-0.104105,Kenya,Mbalambala,7,1,Topsoil,80.9345,1.63,7.9,0.2922438,0.1125766,28.04,27.14166665,305,2134,77.72146346,Other
icr033450,39.01459122,-0.106462,Kenya,Mbalambala,7,2,Subsoil,68.023,0.35,7.79,0.1496807,0.0733118,15.04,27.14166665,305,2134,81.51718737,Other
icr033451,39.01768875,-0.103222,Kenya,Mbalambala,7,3,Topsoil,20.907,0.54,8.4,0.23992,0.0821151,16.23,27.15416662,309,2129,69.78101298,Other
icr033452,39.01799393,-0.103193,Kenya,Mbalambala,7,4,Topsoil,32.028,0.78,8.32,0.2575123,0.0915443,17.49,27.15416662,309,2129,68.93198827,Other
icr033453,39.01799393,-0.103193,Kenya,Mbalambala,7,4,Subsoil,47.326,0.46,8.43,0.2466391,0.0872598,20.22,27.15416662,309,2129,79.46953241,Other
icr033455,39.01316833,-0.110158,Kenya,Mbalambala,7,5,Subsoil,68.608,0.41,8.16,0.2260842,0.0935193,20.09,27.27916662,319,2150,79.63044855,Other
icr033457,39.01652908,-0.111572,Kenya,Mbalambala,7,6,Subsoil,70.739,0.29,8.08,0.1957338,0.1084499,16.45,27.27916662,319,2150,79.18325159,Other
icr033467,39.0405426,-0.14825299,Kenya,Mbalambala,9,1,Subsoil,42.4475,0.13,9.05,0.1060181,0.0594322,9.3,27.49166656,321,2166,69.60735147,Other
icr033470,39.04117584,-0.150345,Kenya,Mbalambala,9,3,Topsoil,12.96,0.21,7.7,0.0301099,0.0226491,2.1,27.55833332,322,2171,71.59062642,Other
icr033472,39.03967285,-0.149893,Kenya,Mbalambala,9,4,Topsoil,17.551,0.2,8.89,0.0625488,0.0239182,6.79,27.49166656,321,2166,74.4855779,Other
icr033474,39.0410614,-0.149647,Kenya,Mbalambala,9,5,Topsoil,35.795,0.18,9.45,0.0526609,0.0192326,6.67,27.49166656,321,2166,69.2054395,Other
icr033475,39.0410614,-0.149647,Kenya,Mbalambala,9,5,Subsoil,27.634,0.15,8.66,0.0664983,0.0278311,16.44,27.49166656,321,2166,67.39753556,Other
icr033476,39.03464127,-0.153743,Kenya,Mbalambala,9,6,Topsoil,27.453,0.41,8.41,0.0870479,0.0193879,8.99,27.55833332,322,2171,80.85852872,Other
icr033508,39.03367615,-0.107033,Kenya,Mbalambala,11,2,Topsoil,27.214,0.69,8.52,0.2388193,0.0963322,16.12,27.20833349,309,2138,65.48896853,Other
icr033509,39.03481674,-0.10847,Kenya,Mbalambala,11,3,Topsoil,33.4,1.96,7.68,0.1266961,0.1129863,17.46,27.32916649,319,2142,69.67018876,Other
icr033511,39.03513718,-0.108073,Kenya,Mbalambala,11,4,Topsoil,32.645,0.36,8.31,0.1423574,0.1004081,11.09,27.20833349,309,2138,70.58951548,Other
icr033518,39.03137207,-0.108913,Kenya,Mbalambala,11,7,Subsoil,25.037,0.28,9.07,0.212125,0.120033,8.62,27.32083329,320,2146,50.7952837,Other
icr033519,39.03175735,-0.110005,Kenya,Mbalambala,11,8,Topsoil,40.192,0.19,8.24,0.3123929,0.1533864,12.58,27.32083329,320,2146,57.03722358,Other
icr033528,39.06484985,-0.151593,Kenya,Mbalambala,13,2,Subsoil,60.536,0.28,8.75,0.1441145,0.0475261,18.85,27.53750014,318,2167,79.614058,Other
icr033530,39.06308365,-0.155278,Kenya,Mbalambala,13,3,Subsoil,17.507,0.25,8.86,0.1136677,0.0356775,14.19,27.53750014,318,2167,80.76289971,Other
icr033533,39.05653381,-0.15564799,Kenya,Mbalambala,13,5,Topsoil,18.892,0.18,8.88,0.0486263,0.0164016,5.21,27.53750006,319,2173,78.80503384,Other
icr033535,39.0616951,-0.15338799,Kenya,Mbalambala,13,6,Topsoil,29.99,0.19,8.8,0.0637551,0.0188065,9,27.53750014,318,2167,78.05854467,Other
icr033536,39.0616951,-0.15338799,Kenya,Mbalambala,13,6,Subsoil,40.455,0.11,8.58,0.0749045,0.0225674,10.87,27.53750014,318,2167,75.37155575,Other
icr033542,39.06413269,-0.154778,Kenya,Mbalambala,13,10,Subsoil,67.477,0.26,8.71,0.1372911,0.0432805,15.74,27.53750014,318,2167,78.36783878,Other
icr033545,39.0579567,-0.137943,Kenya,Mbalambala,14,1,Topsoil,75.069,0.56,7.82,0.243441,0.0744575,30.78,27.44999997,318,2151,78.8991554,Other
icr033550,39.05934906,-0.132847,Kenya,Mbalambala,14,3,Subsoil,50.075,0.17,8.41,0.1390143,0.0594036,22.54,27.38333305,318,2147,67.10823634,Other
icr033551,39.06012726,-0.129692,Kenya,Mbalambala,14,4,Topsoil,51.441,0.25,7.72,0.1578769,0.0617009,27.18,27.38333305,318,2147,73.98965623,Other
icr033553,39.05989838,-0.13463201,Kenya,Mbalambala,14,5,Topsoil,30.684,0.29,8.32,0.1637407,0.0358657,12.39,27.42916671,314,2154,51.29988678,Other
icr033554,39.05989838,-0.13463201,Kenya,Mbalambala,14,5,Subsoil,30.005,0.26,8.48,0.1372626,0.0291427,14.26,27.42916671,314,2154,55.56245868,Other
icr033555,39.05331802,-0.13231,Kenya,Mbalambala,14,6,Topsoil,73.755,0.28,8.3,0.1742995,0.075373,25.21,27.42083335,319,2150,77.34962033,Other
icr033557,39.05576324,-0.130803,Kenya,Mbalambala,14,7,Topsoil,72.007,0.25,8.29,0.1434539,0.0756592,22.69,27.42083335,319,2150,78.89967151,Other
icr033558,39.05576324,-0.130803,Kenya,Mbalambala,14,7,Subsoil,82.939,0.22,8.09,0.1547562,0.0845552,26.02,27.42083335,319,2150,77.93078693,Other
icr033559,39.06141281,-0.134973,Kenya,Mbalambala,14,8,Topsoil,43.386,0.4,8.03,0.1975248,0.0360609,16.95,27.42916671,314,2154,68.99796467,Other
icr033560,39.06141281,-0.134973,Kenya,Mbalambala,14,8,Subsoil,42.668,0.38,8.55,0.1951187,0.0409076,18.16,27.42916671,314,2154,70.11602781,Other
icr033561,39.06021881,-0.136013,Kenya,Mbalambala,14,9,Topsoil,53.744,0.32,8.13,0.1511614,0.0498021,15.03,27.42916671,314,2154,75.27520425,Other
icr033567,39.05654144,-0.109038,Kenya,Mbalambala,15,2,Subsoil,63.069,0.39,7.64,0.1189781,0.0673342,13.51,27.32916649,322,2140,72.98717025,Other
icr033568,39.06090164,-0.109145,Kenya,Mbalambala,15,3,Topsoil,56.117,0.29,8.05,0.1070795,0.1247885,11.21,27.26666681,319,2134,77.69912107,Other
icr033569,39.06090164,-0.109145,Kenya,Mbalambala,15,3,Subsoil,77.442,0.26,8.29,0.1345441,0.0951981,20.5,27.26666681,319,2134,78.82731863,Other
icr033570,39.05761719,-0.111072,Kenya,Mbalambala,15,4,Topsoil,70.753,0.36,8.28,0.1996266,0.0759293,21.61,27.32916649,322,2140,79.10524015,Other
icr033571,39.06105042,-0.107425,Kenya,Mbalambala,15,5,Topsoil,26.981,0.31,7.71,0.1508746,0.0692074,18.71,27.17083351,307,2130,72.02777212,Other
icr033572,39.05859375,-0.103495,Kenya,Mbalambala,15,6,Topsoil,27.273,0.45,8.28,0.1249444,0.0621678,11.4,27.17083351,307,2130,70.66512576,Other
icr033573,39.05859375,-0.103495,Kenya,Mbalambala,15,6,Subsoil,38.409,0.31,8.15,0.165343,0.0721786,13.43,27.17083351,307,2130,68.47614231,Other
icr033575,39.05964661,-0.106502,Kenya,Mbalambala,15,7,Subsoil,28.761,0.26,8.06,0.161961,0.0550028,16.77,27.17083351,307,2130,74.64305982,Other
icr033577,39.05484772,-0.111113,Kenya,Mbalambala,15,8,Subsoil,75.422,0.49,8.01,0.2031417,0.0670977,25.25,27.32916649,322,2140,79.7940938,Other
